,grade,负债水平,年龄,closed_accounts,past_due_accounts,open_accounts,enquiry_alert,一年内信用卡查询次数,一年内贷款查询次数,在用信用卡数,信用卡总额度,信用卡平均额度,当前贷款笔数,贷款总额度,贷款平均额度,近一年逾期30天以上次数,平均每月还款额,学历,就业状况
332,,144259,23,0,0,5,58,1,8,1,33000,33000,4,128000,32000,1,1881,,
333,,536176,27,13,0,6,66,0,15,0,0,0,6,342000,57000,1,44719,,
334,,-3,40,4,0,0,15,1,10,0,0,0,0,0,0,3,1208,,
335,,118521,33,13,0,4,49,0,7,0,0,0,4,135000,33750,5,10365,,
336,,-4,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,,
337,,67286,22,0,0,4,11,0,6,1,16000,16000,3,45000,15000,0,970,,
338,,47197,20,0,0,5,19,3,7,1,13000,13000,4,45000,11250,0,680,,
339,,47981,29,1,0,4,54,2,1,4,96000,24000,0,0,0,0,2000,,
340,,148731,27,6,0,2,38,0,2,1,15000,15000,1,152040,152040,0,3287,,
341,,293549,33,25,0,6,111,1,7,2,35000,17500,4,305000,76250,1,12663,,
342,,324784,27,9,0,3,75,0,2,1,100000,100000,2,250000,125000,0,12616,,
343,,54400,24,9,0,4,68,0,15,1,5000,5000,3,60000,20000,2,2741,,
344,,21859,22,0,0,2,9,1,1,1,10000,10000,1,15000,15000,0,3931,,
345,,516966,41,13,0,5,67,1,4,3,93000,31000,2,415000,207500,1,78387,,
346,,23473,22,1,0,1,27,1,2,1,30000,30000,0,0,0,0,2000,,
347,,284756,25,2,0,5,27,0,8,0,0,0,5,280000,56000,1,4306,,
348,,195345,21,1,0,9,45,7,9,9,203815,22646,0,0,0,0,950,,
349,,394356,30,2,0,2,41,2,5,1,12000,12000,1,200000,200000,0,1494,,
350,,176184,22,0,0,7,30,0,6,3,20000,6667,4,175000,43750,0,1174,,
351,,42434,24,4,0,4,48,0,5,0,0,0,4,133274,33319,3,1733,,
352,,65222,24,16,0,2,52,0,7,0,0,0,2,65000,32500,0,11313,,
353,,202756,34,15,0,8,60,0,25,1,5000,5000,7,220000,31429,2,23922,,
354,,42696,20,2,0,2,21,1,7,1,9000,9000,1,30000,30000,0,10407,,
355,,32369,27,0,0,4,46,4,14,4,56000,14000,0,0,0,0,7857,,
356,,337073,25,1,0,6,59,0,7,4,179000,44750,2,177700,88850,0,2150,,
357,,259450,46,18,0,5,44,0,10,0,0,0,5,255000,51000,0,13296,,
358,,128713,23,4,0,6,55,1,18,0,0,0,6,140000,23333,0,6208,,
359,,14073,22,0,0,2,11,0,8,0,0,0,2,15000,7500,0,830,,
360,,28027,21,0,0,2,11,1,1,2,28000,14000,0,0,0,0,715,,
361,,35891,36,0,0,2,2,0,2,0,0,0,2,30000,15000,0,0,,
362,,122444,21,5,0,6,30,2,16,1,20000,20000,5,109000,21800,0,1276,,
363,,479975,31,13,0,5,108,9,3,2,27000,13500,3,340000,113333,2,14553,,
364,,132121,38,5,0,5,24,0,11,0,0,0,5,160000,32000,2,3762,,
365,,47259,30,2,0,6,28,0,12,0,0,0,6,65000,10833,1,1268,,
366,,-4,22,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,
367,,132303,27,25,0,6,79,3,17,0,0,0,6,162000,27000,1,11574,,
368,,1978,22,1,0,1,8,1,5,0,0,0,1,5000,5000,1,6221,,
369,,292695,28,10,0,12,91,0,6,6,142000,23667,6,172206,28701,1,886,,
370,,76769,19,0,0,5,21,3,10,1,7000,7000,4,66000,16500,0,642,,
371,,231897,28,10,0,6,81,0,12,1,12000,12000,5,235000,47000,0,10171,,
372,,242864,22,17,0,16,81,0,17,6,45000,7500,10,243374,24337,1,5205,,
373,,81708,27,9,0,4,53,0,7,1,20000,20000,3,150000,50000,1,6234,,
374,,51611,22,0,0,1,15,1,2,0,0,0,1,50000,50000,0,2700,,
375,,155246,25,1,0,7,33,1,12,3,12000,4000,4,156000,39000,0,968,,
376,,111457,24,0,0,2,19,0,4,0,0,0,2,110500,55250,0,2300,,
377,,182586,26,12,0,10,51,1,20,0,0,0,10,182000,18200,5,1086,,
378,,402774,37,22,0,10,129,1,26,3,64500,21500,7,475871,67982,0,10586,,
379,,108517,22,14,0,4,49,0,7,0,0,0,4,141000,35250,0,15574,,
380,,134446,23,3,0,4,48,0,30,3,30000,10000,9,330000,36667,0,10051,,
381,,190176,24,10,0,5,49,1,11,0,0,0,5,174000,34800,0,3688,,
382,,-4,26,0,0,0,4,1,1,0,0,0,0,0,0,0,0,,
383,,115884,23,1,0,6,40,9,10,3,30000,10000,3,80000,26667,0,7890,,
384,,28743,21,0,0,1,22,0,0,1,28000,28000,0,0,0,0,1675,,
385,,113989,21,0,0,2,16,0,4,1,18000,18000,1,99956,99956,0,3075,,
386,,101305,28,2,0,1,16,0,0,0,0,0,1,100000,100000,1,1818,,
387,,183517,29,0,0,2,25,1,0,1,27000,27000,1,170000,170000,0,500,,
388,,76345,29,9,0,2,16,0,6,0,0,0,2,60000,30000,6,20790,,
389,,311176,27,6,0,14,86,11,42,12,130000,10833,15,1276174,85078,0,2228,,
390,,262139,35,9,0,10,69,1,16,1,36000,36000,9,230000,25556,2,12705,,
391,,112362,20,8,0,7,52,0,20,1,5000,5000,6,114764,19127,2,2893,,
392,,118950,21,3,0,5,45,10,5,0,0,0,5,140000,28000,0,4633,,
393,,127354,27,0,0,4,25,0,2,4,123000,30750,0,0,0,0,5833,,
394,,-3,24,1,0,0,4,1,2,0,0,0,0,0,0,0,0,,
395,,318956,30,7,0,4,63,0,6,0,0,0,4,448052,112013,1,32403,,
396,,98090,24,2,0,4,53,0,12,0,0,0,4,110000,27500,0,5032,,
397,,9549,25,1,0,2,40,0,2,0,0,0,2,40000,20000,1,3710,,
398,,294841,36,1,0,6,32,0,4,2,40000,20000,4,267000,66750,0,5443,,
399,,81336,37,1,0,2,31,0,1,0,0,0,2,92000,46000,0,199696,,
