是否逾期,申请时段,grade,closed_accounts,open_accounts,enquiry_alert,人脸相似度,电话使用时长,年龄,分区,信用卡额度使用率,信用卡数,信用卡平均额度,贷款数,贷款平均额度,平均分期金额,平均期数,90天内贷款查询次数,180天内贷款查询次数,120天内信用卡查询次数,365天内信用卡查询次数,历史近两年逾期最大天数,ULC33S,近三个月逾期天数,G207O,dsr_before,身份证号首字母,历史申请贷款查询数,开户成功率,total_monthly_obligation
否,13点,FF,4,2,13,0.61,三个月到半年,26,观塘,0,1,5000,0,0,0,0,1,3,4,4,0,0,0,0,0,Y,4,1,384
否,14点,II,5,6,44,0.38,两年以上,23,西贡,0.99,2,48892,4,41250,2596,23,5,6,0,0,0,240446,0,13280,74,Y,25,0.4,13464
否,17点,II,0,3,44,0.52,两年以上,32,观塘,0.26,1,95000,1,5000,247,60,0,0,0,0,3,28925,1,980,13,Z,0,0,0
否,0点,II,3,3,63,0.52,两年以上,22,屯门,1.04,2,34302,1,200000,8101,36,0,1,0,1,0,314203,1,10236,57,Y,5,1,10421
否,19点,II,0,5,9,0.36,三个月到半年,25,葵青,0.99,2,15000,3,21667,2381,26,4,4,1,1,0,93687,0,8033,58,R,4,1,0
否,3点,DD,0,1,42,0.32,两年以上,24,沙田,0.9,1,10000,0,0,0,0,1,1,0,0,0,8996,0,270,4,Y,0,0,794
否,7点,II,4,4,37,0.55,一年到两年,22,沙田,0.98,2,10000,2,17500,978,18,2,3,0,1,8,57531,8,2546,32,Y,10,0.7,0
否,12点,HH,6,6,82,0.52,两年以上,26,元朗,0.77,2,12500,4,17030,1240,17,3,3,0,2,0,80594,0,5535,43,Y,7,0.71,5880
否,7点,II,8,5,50,0.47,两年以上,41,元朗,1.09,1,80000,4,95250,4842,30,2,3,0,0,9,468847,9,21984,72,K,13,1,22168
是,11点,II,0,2,16,0.12,一年到两年,23,沙田,1.04,2,27500,0,0,0,0,1,1,1,1,7,57130,7,1714,23,Y,2,0.5,1898
否,21点,II,4,2,19,0.65,两年以上,24,屯门,0.74,2,61535,0,0,0,0,0,0,0,0,19,90552,0,2717,41,Y,0,0,2901
否,12点,II,2,7,30,0.4,一年到两年,33,沙田,0.94,4,13750,3,31667,2242,20,2,7,0,0,0,175827,0,8286,41,Z,14,0.57,8470
否,13点,II,4,4,27,0.51,两年以上,35,沙田,0.56,2,69488,2,22500,2398,12,1,3,0,0,7,131133,7,7130,36,Z,7,1.14,7315
否,13点,II,1,7,35,0.57,半年到一年,22,深水埗,0.85,3,43667,4,14465,1107,24,4,13,0,0,0,167099,0,7758,61,P,25,0.32,7942
否,5点,FF,0,3,3,0.56,半年到一年,28,屯门,0.79,3,4000,0,0,0,0,0,0,1,2,0,9428,0,283,1,Y,0,0,667
否,19点,II,3,3,28,0.55,两年以上,38,南区,1,2,65000,1,10000,1034,12,2,3,2,4,0,140013,0,4934,33,Z,3,2,0
否,8点,GG,1,2,39,0.67,一年到两年,21,东区,1.01,2,98500,0,0,0,0,3,3,0,0,0,198270,0,5948,58,R,3,0,6293
否,8点,EE,0,2,15,0.57,一年到两年,32,葵青,0.7,2,10500,0,0,0,0,0,0,0,0,0,14715,0,441,31,Z,0,0,877
否,13点,FF,6,9,50,0.51,两年以上,35,油尖旺,0.99,7,85000,1,273000,5505,60,2,5,0,1,0,719718,0,23133,86,Z,1,0,23517
否,9点,II,4,5,35,0.65,半年到一年,21,黄大仙,0.53,3,11667,2,22500,1562,36,0,3,0,1,5,60504,0,3680,30,Y,17,0.47,2219
否,10点,II,3,5,36,0.57,一年到两年,23,南区,0.89,3,60000,2,12500,1332,12,3,3,0,3,0,187758,0,7466,50,Y,14,0.5,7650
是,19点,II,1,2,21,0.42,半年到一年,21,西贡,0.98,1,50000,1,20000,986,60,0,8,0,0,0,68997,0,2456,20,Y,10,0.3,0
否,20点,DD,0,6,47,0.55,两年以上,25,屯门,0.1,2,43000,3,53333,1877,32,0,2,0,1,0,110171,0,5901,49,Y,0,0,6425
否,9点,HH,9,5,52,0.56,一年到两年,27,黄大仙,1.03,1,60000,4,35750,2608,15,3,4,0,0,8,142581,0,12294,92,R,15,0.73,0
否,10点,EE,4,5,33,0.6,两年以上,30,观塘,0.89,4,30500,1,100000,4068,36,0,0,0,0,0,169222,0,7314,32,Z,1,5,0
否,20点,II,3,5,39,0.65,两年以上,21,葵青,1.01,2,27500,3,20000,1508,26,8,9,0,1,14,112468,14,6190,39,Y,17,0.47,6374
否,11点,AA,3,1,18,0.52,两年以上,52,黄大仙,0.98,1,40000,0,0,0,0,0,0,0,0,0,39342,0,1180,16,P,0,0,1759
否,16点,II,15,5,97,0.52,两年以上,23,观塘,1,2,40000,3,11667,552,44,6,7,1,2,31,107560,5,4063,28,Y,43,0.37,0
否,3点,II,1,3,27,0.65,一年到两年,20,深水埗,1.02,2,7000,1,30000,1478,60,4,8,0,0,0,39622,0,1907,12,Y,17,0.24,0
是,5点,II,4,5,33,0.6,一年到两年,32,油尖旺,0.97,2,44055,3,20000,2131,12,4,7,0,0,4,149492,1,8961,51,V,14,0.57,9145
否,18点,GG,2,10,65,0.51,两年以上,26,黄大仙,0.88,8,11375,0,0,0,0,0,0,2,5,0,80454,0,2414,24,Y,0,0,2759
否,9点,II,11,9,62,0.5,两年以上,28,北区,0.75,3,47667,6,22878,1798,23,4,5,0,0,31,173578,0,13996,40,Y,33,0.52,13083
否,13点,GG,2,1,26,0.52,两年以上,27,葵青,1.03,1,47000,0,0,0,0,0,0,0,0,0,48490,0,1455,10,Y,2,1,1800
否,14点,II,15,3,100,0.55,两年以上,31,葵青,0.93,1,39000,2,200000,5073,60,2,7,0,0,0,434874,0,11232,49,P,18,0.61,11417
否,23点,GG,0,1,5,0.52,半年到一年,23,九龙城,0,0,0,1,20000,986,60,0,0,1,1,0,19997,0,986,4,Y,4,0.25,1331
否,10点,HH,7,15,124,0.54,两年以上,27,大埔,0.23,7,40286,5,56442,2228,34,0,8,0,1,11,333141,11,13051,52,Y,7,0.71,13396
否,11点,II,12,12,112,0.67,两年以上,40,西贡,0.7,3,31333,7,41286,2089,29,8,17,1,1,18,270871,18,16596,83,M,61,0.34,16781
否,11点,II,16,3,48,0.61,两年以上,27,葵青,1.04,2,30000,1,280000,11162,36,2,4,0,0,1,430603,1,13030,65,Y,11,1.45,13214
否,22点,II,2,6,94,0.62,一年到两年,30,西贡,1,4,84500,2,145000,7131,30,2,7,1,1,0,621296,0,24420,92,Z,10,0.4,24604
否,22点,HH,0,2,13,0.53,一年到两年,21,黄大仙,0,1,10000,1,50000,3953,18,0,1,1,2,0,55342,0,3953,22,Y,6,0.33,4298
是,0点,II,15,15,131,0.3,两年以上,27,九龙城,0.73,6,29500,7,103098,4291,31,7,13,0,0,6,894729,6,33925,85,Y,48,0.44,0
否,8点,II,5,6,39,0.55,两年以上,25,元朗,0.93,2,37500,4,22500,2005,14,3,5,0,0,11,150374,11,10111,48,Y,14,0.79,10295
否,11点,II,0,1,16,0.56,三个月到半年,20,九龙城,0,0,0,1,15000,1588,12,1,6,1,1,0,13018,0,1588,12,Y,6,0.17,1772
否,10点,II,7,7,105,0.56,两年以上,40,荃湾,0.88,3,101667,4,41250,2231,42,3,5,0,2,0,411851,0,16946,59,K,8,1.13,17131
否,21点,II,2,5,32,0.62,一年到两年,43,深水埗,0.97,2,29983,3,18333,2517,9,2,5,0,1,0,111281,0,9295,46,M,17,0.41,0
否,10点,GG,10,0,3,0.5,半年到一年,22,沙田,0.74,2,34000,2,32500,2069,24,0,0,0,0,0,141355,0,6578,0,R,1,0,345
否,14点,II,0,5,23,0.58,三个月内,23,黄大仙,0.89,3,18333,2,8500,917,12,5,6,0,0,6,68352,6,3306,30,R,10,0.4,3490
否,13点,II,5,7,38,0.61,两年以上,25,观塘,0.92,6,22145,0,0,0,0,0,0,0,7,33,136685,33,4101,32,Y,2,0,4285
否,16点,II,4,5,26,0.64,两年以上,34,北区,0.95,4,32833,1,20000,2682,9,0,1,0,0,14,139807,5,6313,35,Z,2,3,6497
否,16点,HH,3,3,13,0.53,三个月到半年,29,东区,1,1,10000,1,10000,493,60,8,10,0,0,0,20000,0,793,6,Y,10,0.6,1138
否,18点,BB,0,2,39,0.45,一年到两年,24,离岛,0.01,2,15000,0,0,0,0,7,8,1,1,18,447,0,13,18,Y,6,0.17,592
否,20点,CC,0,5,21,0.53,一年到两年,21,元朗,0.5,5,13200,0,0,0,0,1,3,1,4,0,32775,0,983,5,R,3,0.33,1557
否,4点,II,3,3,46,0.54,一年到两年,29,大埔,0.97,2,20000,1,20000,3764,6,3,6,0,0,6,50093,6,4928,68,Y,8,0.38,5104
否,9点,II,12,10,96,0.54,两年以上,26,元朗,0.44,5,33400,5,63100,2454,38,6,9,0,0,1,332284,0,14490,66,Y,27,0.7,14675
否,11点,II,0,6,39,0.31,两年以上,27,中西区,0.64,3,61000,3,38833,2204,24,5,7,0,1,1,246112,1,10123,63,Y,7,0.71,10307
否,16点,FF,4,1,28,0.37,两年以上,30,东区,1.01,1,70000,0,0,0,0,1,1,0,0,0,70388,0,2112,26,Z,3,0.67,0
否,10点,II,4,6,57,0.57,一年到两年,24,沙田,0.8,4,20750,2,17500,1865,12,4,11,0,0,8,110790,10,5711,42,R,16,0.56,0
否,9点,II,8,8,60,0.4,一年到两年,21,元朗,0.9,3,12000,5,18000,1516,22,5,10,0,0,1,124242,13,8551,50,Y,47,0.32,8735
否,17点,II,5,4,39,0.55,两年以上,52,观塘,1.01,3,19329,1,20000,2131,12,1,2,0,0,6,82245,1,3895,42,C,12,0.75,4079
否,18点,II,0,5,25,0.53,一年到两年,23,沙田,0.4,3,11667,2,25000,1444,36,9,11,0,2,26,63203,0,3309,76,Y,17,0.29,3493
否,8点,GG,0,3,34,0.51,两年以上,22,葵青,0.98,2,46000,1,85000,4188,24,0,0,0,1,9,148771,1,6892,83,R,3,0.67,7237
否,14点,HH,0,1,22,0.54,一年到两年,21,深水埗,1.01,1,15000,0,0,0,0,1,1,0,0,0,15148,0,454,66,Y,7,0.14,0
否,14点,GG,2,6,112,0.64,两年以上,35,元朗,0.97,3,115667,2,386000,8465,60,1,1,0,0,8,998274,8,27005,80,Z,3,0.33,27350
否,1点,HH,0,2,42,0.4,两年以上,23,深水埗,1,1,74000,1,20000,1471,18,0,0,0,0,0,81120,1,3680,25,Y,1,1,4025
否,9点,II,24,7,75,0.55,两年以上,35,观塘,0.98,3,30667,4,90750,4676,24,2,8,0,0,1,443815,1,21402,71,Z,28,0.96,21587
是,14点,II,5,8,79,0.58,一年到两年,27,东区,0.46,5,22200,2,78500,3820,27,5,7,1,1,30,273223,0,9169,37,Y,11,0.64,9354
否,11点,HH,0,1,4,0.48,三个月内,19,沙田,0.99,1,10000,0,0,0,0,2,2,1,1,0,9935,0,298,4,Y,1,0,643
否,12点,HH,6,2,47,0.45,两年以上,30,屯门,0,0,0,2,129808,3099,60,0,1,0,0,0,318694,0,6198,46,Z,5,0.4,6543
否,1点,HH,0,2,4,0.46,三个月到半年,23,屯门,0.95,2,25000,0,0,0,0,3,3,0,1,0,47293,0,1419,5,Y,3,0.33,1764
否,2点,BB,0,2,9,0.34,一年到两年,21,深水埗,0.25,2,10000,0,0,0,0,0,0,0,1,0,4936,1,148,2,R,0,0,0
否,7点,HH,7,5,133,0.51,半年到一年,60,大埔,0.64,4,17000,1,147000,4974,48,2,2,1,3,0,190531,0,6280,39,H,8,0.88,6625
否,12点,GG,0,2,21,0.47,半年到一年,19,观塘,0.88,2,12500,0,0,0,0,6,7,0,2,0,22008,0,660,20,Y,7,0.14,1005
否,16点,HH,18,3,81,0.55,三个月到半年,31,元朗,0.68,2,20000,1,20000,1144,24,2,8,0,0,0,46698,0,1961,27,Z,37,0.54,2306
否,17点,II,8,7,46,0.61,两年以上,54,东区,0.44,2,55000,5,116000,7891,20,10,21,1,1,1,855338,1,40897,48,G,32,0.41,35597
否,12点,II,25,5,49,0.4,两年以上,36,葵青,0.53,1,18000,4,44281,1660,31,2,2,0,0,0,201214,0,6924,60,Z,10,2.3,7108
否,13点,II,11,4,73,0.45,两年以上,23,深水埗,1.01,3,31667,1,110000,6883,24,4,4,0,1,0,205641,0,9752,54,R,15,1,0
否,13点,II,13,7,58,0.34,一年到两年,29,九龙城,0.71,5,22467,2,45000,3971,16,2,6,1,8,8,152096,8,10339,69,Y,24,0.58,10523
否,16点,HH,0,1,20,0.58,两年以上,23,观塘,1.05,1,100000,0,0,0,0,3,3,0,0,3,104520,3,3136,60,R,3,0.33,0
否,16点,II,12,9,47,0.62,两年以上,51,屯门,0.95,4,25250,4,60000,3061,34,4,5,0,0,3,319101,3,15117,59,H,15,0.73,0
否,22点,HH,13,4,50,0.68,两年以上,25,深水埗,0.56,1,30000,2,32500,2018,36,4,4,0,0,6,79878,0,4542,45,Y,38,0.37,4887
否,3点,HH,0,5,28,0.51,一年到两年,20,离岛,0.59,4,8000,1,60000,3640,24,2,2,5,9,0,106205,0,4205,42,Y,2,0.5,4550
否,13点,FF,3,6,50,0.54,两年以上,33,东区,0.21,4,53000,2,175000,8456,24,1,1,1,1,0,464904,0,18270,61,Z,2,1,0
否,11点,II,0,5,28,0.56,两年以上,23,沙田,0.69,3,8667,2,31250,1026,36,0,5,3,4,0,68415,0,2587,26,Y,4,0.5,2771
否,13点,II,4,6,51,0.52,一年到两年,20,屯门,0.65,3,9333,3,13333,1753,26,7,17,0,1,3,60931,3,5803,32,Y,27,0.3,5988
否,15点,II,8,5,34,0.51,两年以上,29,西贡,1,3,10000,2,35000,2305,18,11,17,4,5,0,124688,0,5511,32,Y,15,0.67,5695
否,16点,II,23,9,96,0.59,两年以上,44,九龙城,0.86,2,25000,7,93571,5113,27,6,15,1,1,12,810061,14,37084,55,K,51,0.57,37268
否,16点,HH,3,5,80,0.55,两年以上,26,西贡,0.9,4,42500,1,86212,2619,36,1,2,0,0,0,220673,0,7196,51,Y,1,1,7541
是,18点,II,7,5,51,0.53,两年以上,51,沙田,0.86,1,25000,3,41667,3816,16,7,9,0,0,0,147580,0,12096,71,D,16,0.63,0
是,23点,II,3,5,77,0.59,两年以上,25,屯门,0.97,2,29000,2,30000,1646,33,1,3,0,0,0,112391,0,4981,19,Y,9,0.44,5165
是,4点,II,12,5,49,0.54,一年到两年,51,中西区,0,1,5000,4,65000,3807,30,9,12,0,1,0,378294,0,15226,30,H,29,0.55,12942
是,10点,II,4,7,28,0.56,半年到一年,24,黄大仙,1,3,6667,4,17500,1507,36,8,14,1,1,0,95988,0,6629,39,Y,22,0.5,6813
是,16点,II,0,2,10,0.6,三个月到半年,20,离岛,0.52,1,5000,1,30000,1478,60,3,7,0,0,0,32618,0,1557,9,Y,9,0.22,1741
否,16点,II,8,1,22,0.52,两年以上,25,观塘,0,0,0,1,35000,2767,18,1,2,0,0,0,49806,61,2767,30,Y,8,1,2951
否,17点,II,6,2,35,0.26,三个月到半年,21,葵青,0,0,0,2,30000,2040,36,0,1,0,0,52,54893,52,4079,41,Y,7,0.86,4263
否,7点,II,7,5,70,0.51,两年以上,25,西贡,0.97,2,23500,3,26667,2473,14,8,9,0,0,0,122049,1,8790,61,Y,25,0.36,8974
否,8点,II,0,5,40,0.52,两年以上,23,沙田,0.99,3,55667,2,115000,3357,36,5,15,1,1,0,418926,0,11658,39,R,9,0.22,11843
否,13点,II,23,11,185,0.65,两年以上,35,大埔,0.66,5,66000,6,24167,1565,25,15,38,0,3,0,368862,1,15942,80,Z,80,0.26,16126
否,17点,AA,7,3,39,0.61,两年以上,36,屯门,0.27,3,40000,0,0,0,0,0,0,0,0,0,32282,0,968,4,Z,0,0,0
否,22点,II,5,3,31,0.3,半年到一年,23,大埔,0.97,1,47581,2,20000,1284,36,2,2,0,0,0,82390,0,3946,46,Y,10,0.4,4131
否,0点,FF,5,2,51,0.55,两年以上,26,油尖旺,0.09,2,55000,0,0,0,0,1,1,0,0,0,10000,44,300,33,R,2,1,684
是,17点,II,24,6,54,0.74,两年以上,53,元朗,0.68,3,58333,3,60000,4371,31,3,5,0,0,8,285645,8,16667,59,C,36,0.83,12740
否,10点,DD,6,1,4,0.61,两年以上,36,东区,0.74,2,34000,2,32500,2069,24,2,2,0,1,0,0,0,0,0,Z,2,2,524
否,10点,II,10,5,97,0.55,两年以上,59,沙田,0.96,3,47333,2,190644,3674,66,0,2,1,1,0,519248,0,11425,86,G,16,0.31,0
是,12点,II,18,4,56,0.56,一年到两年,27,葵青,1.06,1,15000,3,25000,1915,26,8,11,0,1,32,100958,32,6223,44,V,33,0.67,6407
否,14点,HH,1,4,46,0.3,两年以上,29,油尖旺,1,1,91000,3,40000,1105,52,3,4,0,0,0,194921,0,6055,40,Y,5,0.2,6400
否,17点,II,0,1,8,0.43,三个月到半年,21,九龙城,1.01,1,10000,0,0,0,0,3,3,5,5,0,10130,0,304,21,Y,3,0.33,488
否,14点,II,7,11,70,0.54,半年到一年,54,沙田,0.95,5,68000,5,81000,4537,28,5,6,0,0,0,536139,1,32370,32,G,10,1,27070
否,1点,GG,0,2,5,0.33,两年以上,33,屯门,0.7,2,7500,0,0,0,0,2,2,0,0,0,10506,0,315,4,Z,5,0,0
否,16点,II,0,2,35,0.49,一年到两年,20,黄大仙,0.91,1,40000,1,20000,986,60,2,7,0,2,0,56579,0,2083,12,Y,9,0.22,0
否,16点,II,0,3,13,0.51,一年到两年,24,葵青,0.59,2,12500,1,25000,4470,6,3,5,0,0,0,39734,0,4912,27,Y,3,0.33,736
否,21点,II,22,10,109,0.45,两年以上,31,观塘,0.98,4,39250,6,31777,1612,27,7,12,0,0,0,273447,0,14269,92,V,42,0.52,14454
否,19点,EE,0,3,50,0.23,两年以上,22,屯门,0.98,3,8333,0,0,0,0,0,0,0,1,0,24554,0,737,14,Y,1,0,1173
否,14点,II,23,3,41,0.26,两年以上,36,西贡,1.02,1,10000,2,92500,3930,36,0,3,0,0,0,192907,0,8165,33,Z,20,1.3,8349
否,15点,HH,28,11,106,0.07,两年以上,33,油尖旺,0.56,4,37233,7,94112,2054,58,1,4,0,0,54,434015,54,16898,39,Z,8,0.88,0
否,21点,II,9,4,36,0.68,两年以上,22,东区,1.02,2,27500,2,16000,1705,12,3,5,0,0,7,96758,1,5085,20,M,16,0.81,5269
否,23点,II,0,1,18,0.72,三个月内,18,九龙城,0.9,1,40000,0,0,0,0,3,3,11,11,0,35862,0,1076,5,Y,3,0.33,1260
否,11点,GG,0,1,5,0.33,半年到一年,19,观塘,0,0,0,1,20000,986,60,2,2,0,1,0,19861,0,986,16,Y,4,0.25,1331
否,17点,HH,7,4,95,0.51,两年以上,47,油尖旺,0.9,2,85000,2,105458,3753,54,2,5,0,1,14,381658,0,12102,22,D,21,0.33,12447
否,0点,II,4,6,43,0.62,一年到两年,24,元朗,0.79,2,54999,4,23000,1763,15,2,3,0,0,0,180948,0,9663,71,Y,13,0.77,9847
否,0点,FF,1,2,44,0.61,两年以上,30,沙田,1,1,100000,1,30000,745,48,0,0,0,0,8,114544,0,3757,21,Z,0,0,4141
否,6点,II,13,10,77,0.64,两年以上,24,油尖旺,0.7,6,12167,4,17500,1552,26,4,6,0,0,7,129911,1,7732,52,Y,19,1,7917
否,9点,II,17,12,104,0.48,两年以上,27,荃湾,0.7,3,42000,8,36109,2050,32,5,6,0,1,4,347037,20,19037,63,Y,38,0.47,19221
否,11点,II,16,14,123,0.58,两年以上,64,荃湾,0.92,7,77857,7,63269,3893,26,7,12,0,0,0,1015275,0,42343,85,E,38,0.66,42528
否,11点,GG,0,1,30,0.51,半年到一年,32,葵青,1.11,1,10000,0,0,0,0,0,0,0,1,0,11112,0,333,24,V,0,0,678
否,13点,II,0,5,28,0.69,两年以上,22,屯门,1,4,26250,1,25000,1232,60,3,4,4,4,0,130251,0,4390,29,Y,4,0.5,4574
否,15点,II,2,1,25,0.53,一年到两年,23,东区,0.8,1,50000,0,0,0,0,0,1,0,0,0,39808,0,1194,23,P,3,1,1379
是,20点,EE,10,1,37,0.4,两年以上,34,元朗,0.74,2,34000,2,32500,2069,24,4,6,2,3,0,0,0,0,0,Z,8,0.5,436
否,2点,HH,8,4,42,0.58,两年以上,30,元朗,0.64,2,12500,1,10000,1066,12,1,1,0,0,10,22145,33,1695,12,Z,15,0.4,2040
否,15点,HH,0,3,25,0.58,半年到一年,20,西贡,0,2,15000,1,40000,1971,60,4,5,0,1,0,38599,0,1971,20,R,6,0.5,0
否,15点,EE,7,1,23,0.51,两年以上,28,沙田,0,1,50000,0,0,0,0,1,1,0,0,7,0,0,0,0,Y,16,0.5,436
否,15点,CC,0,4,24,0.62,两年以上,46,荃湾,0.46,3,23000,0,0,0,0,0,0,1,2,0,31407,0,942,4,K,0,0,1516
否,22点,II,1,1,54,0.53,两年以上,23,观塘,1,1,130000,0,0,0,0,1,1,2,2,0,130301,1,3909,51,R,1,1,4093
否,15点,HH,10,4,68,0.46,两年以上,62,荃湾,0.84,3,49333,1,250000,11834,30,4,7,0,0,0,478675,2,15544,53,P,9,0.78,15889
否,12点,HH,13,10,106,0.52,一年到两年,33,西贡,0.64,6,28380,4,41250,1824,35,7,8,1,2,3,274700,1,10582,88,Z,25,0.6,0
否,13点,FF,0,1,3,0.39,两年以上,23,观塘,0.86,1,10000,0,0,0,0,0,0,1,2,0,8612,0,258,8,Y,0,0,642
否,14点,II,0,5,16,0.53,三个月到半年,22,北区,0.49,3,15000,2,30000,2114,36,6,8,0,0,0,82126,0,4884,36,R,8,0.63,0
否,17点,II,0,1,11,0,三个月到半年,20,元朗,0.96,1,30000,0,0,0,0,2,3,0,0,0,28776,0,863,9,Y,3,0.33,0
否,19点,II,21,5,49,0.58,两年以上,39,油尖旺,1.37,1,10000,4,55000,3517,37,5,8,1,2,0,204678,0,14478,53,Z,21,1.05,0
否,23点,II,2,5,49,0.69,一年到两年,28,油尖旺,0.98,3,46667,2,24500,1891,18,1,3,1,6,0,184391,0,7897,26,V,8,0.75,8082
是,13点,II,2,7,42,0.42,半年到一年,29,深水埗,0.7,2,25000,5,34000,2896,23,7,13,1,1,0,195290,0,15531,74,V,17,0.47,15715
是,11点,II,1,11,69,0.53,一年到两年,23,南区,0.75,6,35167,5,78000,4333,29,4,4,0,1,10,471706,1,26431,66,Y,12,0.58,26615
否,12点,II,2,3,18,0.56,三个月到半年,54,屯门,0.97,2,19000,1,30000,3160,12,2,4,1,1,0,68414,0,4264,28,C,5,0.6,4449
否,14点,HH,9,7,70,0.37,两年以上,25,沙田,0.92,3,31333,3,40000,2231,20,3,4,1,1,0,204725,0,9273,44,Y,7,1.57,9618
否,19点,II,2,7,49,0.54,两年以上,24,深水埗,0.97,4,32250,3,46667,2235,36,5,5,0,0,0,222950,0,10457,26,R,5,0.6,10641
是,21点,II,1,3,16,0.53,三个月到半年,28,屯门,0.99,1,80000,2,11000,1173,12,2,5,1,1,0,102850,0,4721,21,Y,5,0.8,4905
否,22点,II,4,6,51,0.51,三个月到半年,36,观塘,0,0,0,5,48819,1651,55,6,6,0,0,30,243564,1,8253,24,Z,5,1,8437
否,10点,HH,9,11,145,0.5,两年以上,26,葵青,0.56,10,29100,1,40000,1830,24,3,7,1,3,0,187320,1,6681,56,Y,13,0,7026
否,17点,BB,2,12,69,0.59,一年到两年,20,西贡,0.31,10,5800,0,0,0,0,3,3,0,3,0,17935,1,538,6,Y,2,0,1117
否,18点,II,8,4,61,0.37,两年以上,22,东区,0.98,2,10000,2,65000,2779,33,2,3,0,2,0,150314,0,6145,38,Y,6,1.67,6330
否,2点,II,13,5,90,0.56,两年以上,26,离岛,0.8,4,42500,1,15000,1598,12,3,6,0,1,4,154039,4,5688,76,V,26,0.5,5873
否,10点,II,15,8,53,0.53,两年以上,23,黄大仙,0.8,3,10000,4,30168,1759,39,3,7,0,0,6,169717,0,7759,62,Y,35,0.46,7944
否,10点,II,5,6,43,0.53,三个月内,30,西贡,1,2,30000,4,20000,2199,11,7,12,0,0,7,155025,3,10593,53,P,15,0.53,0
否,13点,CC,2,2,65,0.31,两年以上,28,观塘,0.37,1,91000,1,113300,3288,36,0,0,1,1,0,88689,0,4306,24,Y,3,0.33,4879
否,17点,HH,2,3,80,0.49,两年以上,26,屯门,0.89,1,50000,2,30000,1659,24,1,1,0,0,11,86016,0,4651,47,V,10,0.5,4996
否,2点,II,3,7,38,0.48,一年到两年,24,屯门,1.06,5,34000,2,17500,1633,12,12,13,7,7,0,225751,0,8688,48,Y,12,0.33,8872
否,17点,HH,1,1,79,0.62,一年到两年,26,元朗,0,0,0,1,20000,1274,24,16,16,4,4,15,13343,0,1274,13,Y,16,0.06,0
否,9点,II,5,8,57,0.51,两年以上,42,葵青,1.01,3,23333,5,22000,1331,38,4,8,0,0,0,207952,0,8772,25,K,23,0.48,8957
否,13点,EE,0,1,13,0.5,一年到两年,21,观塘,0.98,1,20000,0,0,0,0,0,0,0,0,0,19572,0,587,8,R,0,0,1023
否,15点,HH,2,10,67,0.61,三个月到半年,28,油尖旺,0.61,7,41171,2,310000,6342,60,8,11,3,5,10,409022,10,17915,90,Y,6,0,18260
否,17点,HH,8,3,63,0.69,两年以上,49,东区,0.95,2,71000,1,47025,1630,36,4,4,0,0,0,172477,0,5679,44,H,3,1,6024
否,9点,II,8,6,43,0.38,两年以上,30,沙田,1.04,1,15000,5,20295,1268,20,5,9,0,0,0,128376,0,6811,43,Y,15,0.6,6995
否,1点,II,2,2,8,0.72,两年以上,36,沙田,1,1,15000,1,20000,2147,12,2,2,0,0,0,33739,0,2597,24,Z,2,1,2781
否,14点,II,1,6,18,0.64,一年到两年,24,西贡,0.95,4,29000,2,25000,2050,18,8,11,0,0,5,178959,5,7409,40,Y,13,0.38,0
否,14点,GG,1,1,19,0.7,两年以上,46,屯门,0.74,2,34000,2,32500,2069,24,0,0,0,1,0,0,0,0,19,K,2,0.5,345
否,18点,HH,0,2,36,0.58,一年到两年,20,九龙城,0.97,2,40000,0,0,0,0,2,5,2,4,0,77206,0,2316,79,M,11,0.18,2661
是,3点,HH,5,9,100,0.42,两年以上,27,西贡,0.69,4,33250,4,41250,2424,20,2,3,0,0,9,215017,9,12464,62,R,13,0.85,12809
否,3点,II,7,12,128,0.4,两年以上,30,沙田,0.74,10,19200,2,155000,5268,36,1,2,0,1,5,615551,5,14825,59,Y,11,0.73,15010
否,12点,HH,0,2,32,0.5,一年到两年,20,九龙城,1.03,2,9000,0,0,0,0,0,0,0,2,0,18550,1,557,38,R,0,0,902
否,15点,HH,0,1,18,0.53,一年到两年,26,离岛,1.02,1,10000,0,0,0,0,0,0,1,2,0,10190,0,306,2,Y,9,0.11,651
否,8点,II,3,7,62,0.5,两年以上,27,深水埗,0.95,3,25333,4,23750,1481,32,6,8,1,1,0,149828,0,8088,74,Y,21,0.38,8272
否,15点,II,18,7,69,0.41,两年以上,28,南区,0.81,4,22000,3,45000,4795,12,3,7,0,0,14,230729,1,16528,66,Y,29,0.76,0
否,12点,HH,1,2,52,0.66,两年以上,30,九龙城,0.81,1,116000,1,30000,2372,18,8,8,0,0,0,136769,1,5194,80,R,5,0.2,5539
否,19点,II,30,11,84,0.64,两年以上,27,屯门,0.59,4,17500,6,25833,2208,23,6,13,0,1,30,186988,8,14477,72,Y,53,0.7,11920
否,18点,II,9,5,44,0.55,两年以上,21,观塘,0.83,2,26407,3,20000,2152,12,3,7,0,0,0,112772,0,7769,52,R,22,0.59,5760
否,22点,II,9,7,61,0.54,两年以上,41,东区,0.25,3,50000,4,51500,2265,36,3,4,0,0,8,242734,0,10203,85,K,28,0.57,10388
否,0点,II,3,5,46,0.44,两年以上,24,观塘,0.72,2,27500,3,33333,2345,30,1,2,0,0,6,107632,0,8219,59,Y,13,0.62,8404
