是否逾期,申请时段,grade,closed_accounts,open_accounts,enquiry_alert,人脸相似度,电话使用时长,年龄,分区,信用卡额度使用率,信用卡数,信用卡平均额度,贷款数,贷款平均额度,平均分期金额,平均期数,90天内贷款查询次数,180天内贷款查询次数,120天内信用卡查询次数,365天内信用卡查询次数,历史近两年逾期最大天数,ULC33S,近三个月逾期天数,G207O,dsr_before,身份证号首字母,历史申请贷款查询数,开户成功率,total_monthly_obligation
否,18点,FF,2,2,67,0.57,两年以上,28,西贡,1,2,44482,0,0,0,0,0,0,0,0,0,88846,0,2665,27,Y,2,0.5,3049
否,21点,II,5,5,43,0.5,两年以上,22,屯门,0.83,2,72000,3,92500,2914,44,5,6,0,0,0,429153,0,12312,44,R,4,0.75,0
否,19点,CC,1,7,45,0.2,一年到两年,19,大埔,0.42,7,5714,0,0,0,0,0,0,0,2,0,16972,0,509,13,Y,1,1,1083
否,15点,II,3,11,84,0.5,两年以上,24,葵青,1.03,6,27000,5,22000,777,41,14,16,4,5,0,253602,0,8879,68,Y,12,0.33,0
否,17点,II,1,4,44,0.53,一年到两年,19,九龙城,1.02,1,70000,3,15000,1508,24,6,8,3,5,0,116367,0,6669,46,Y,8,0.63,0
否,1点,HH,7,7,67,0.65,Missing,39,元朗,0.38,4,15500,3,108628,4730,36,5,7,1,1,0,202189,0,14903,96,P,11,0.91,15248
是,11点,II,1,2,21,0.46,一年到两年,20,葵青,0.87,2,35965,0,0,0,0,4,4,0,1,8,62424,8,1873,11,Y,10,0.1,2057
否,11点,II,3,5,46,0.55,Missing,37,北区,0.99,2,27500,3,76667,4489,36,6,13,0,5,0,332159,0,15095,34,Z,15,0.47,0
否,19点,II,0,4,20,0.54,两年以上,21,离岛,0.98,3,7667,1,30000,2750,12,1,3,0,0,0,49951,0,3424,68,Y,3,0.67,3608
否,18点,GG,0,12,47,0.51,一年到两年,21,离岛,0.94,12,3667,0,0,0,0,0,0,2,4,0,41274,0,1238,41,R,0,0,1583
否,1点,HH,8,5,125,0.53,两年以上,32,南区,0.93,3,49000,2,107500,4681,27,1,4,0,1,0,328334,0,13474,75,Z,7,1.29,13819
否,7点,II,8,6,145,0.52,两年以上,28,葵青,0.91,4,85000,2,115000,4180,48,2,5,0,0,10,577167,10,17649,76,Y,19,0.58,0
否,8点,II,3,5,82,0.42,两年以上,24,元朗,0.94,2,27773,3,26667,1977,27,10,21,0,1,4,128741,4,7497,47,Y,23,0.35,7681
否,10点,II,6,2,43,0.51,三个月到半年,26,屯门,1,2,20000,0,0,0,0,5,13,1,2,0,40049,0,1201,10,Y,22,0.32,0
否,11点,CC,0,1,1,0.55,三个月到半年,20,北区,0.42,1,10000,0,0,0,0,0,0,1,1,0,4226,0,127,2,Y,0,0,700
否,15点,II,2,5,47,0.7,两年以上,39,沙田,0.99,3,113333,2,70000,2114,60,1,1,2,3,4,386916,2,12572,48,P,9,0.33,12756
否,20点,CC,0,1,59,0.41,两年以上,21,深水埗,0.92,1,10000,0,0,0,0,2,2,1,1,0,9156,0,275,2,Y,3,0,848
是,21点,II,3,8,27,0.55,两年以上,41,葵青,0.98,5,17000,3,42192,2387,28,8,11,0,1,0,246922,0,9649,52,K,7,0.57,9833
否,7点,HH,5,6,30,0.51,Missing,24,观塘,0.55,2,22500,4,33750,2203,33,2,3,0,0,27,129739,0,9552,48,P,4,2,9897
否,13点,II,8,2,13,0.39,三个月到半年,44,荃湾,0.99,1,50000,1,4788,172,36,2,2,0,1,46,54368,0,1659,57,K,8,1.13,1844
否,17点,GG,4,1,12,0.6,两年以上,32,沙田,1,1,20000,0,0,0,0,2,2,0,0,4,20000,4,600,2,Z,5,0.8,0
是,19点,II,3,3,34,0.23,三个月内,38,元朗,0.97,3,87000,0,0,0,0,0,1,1,1,0,252565,0,7577,46,Z,2,0.5,7761
否,23点,II,3,5,112,0.54,两年以上,23,西贡,1,3,58333,2,32708,1378,27,3,8,1,3,0,215755,0,8015,52,R,15,0.33,8199
否,12点,II,12,6,80,0.59,两年以上,23,沙田,0.94,3,59922,3,31667,2214,29,5,8,1,3,0,262716,0,11712,59,Y,23,0.61,0
否,12点,II,6,6,57,0.38,两年以上,33,观塘,0.43,1,10000,5,24000,1870,25,8,10,0,0,0,122667,0,9480,53,P,19,0.63,9664
否,14点,HH,11,5,42,0.54,两年以上,32,九龙城,0.84,3,21667,2,15000,1617,12,1,2,0,0,17,86978,14,4872,30,Z,11,1.18,5217
否,20点,II,0,3,50,0.54,一年到两年,27,黄大仙,0.66,1,10000,2,17500,1143,36,1,4,0,0,8,38001,8,2483,17,Y,13,0.23,2668
否,18点,II,1,2,14,0.53,三个月到半年,42,沙田,0,0,0,2,15000,1447,12,3,4,3,3,0,28993,0,2893,27,P,4,0.5,0
否,20点,II,0,3,12,0.31,三个月到半年,21,沙田,0.78,2,10000,1,10000,499,24,9,10,0,0,0,27061,0,967,48,Y,10,0.3,1151
否,10点,II,8,6,26,0.39,两年以上,31,观塘,0,1,30000,4,42500,2911,21,9,13,0,0,0,238677,0,11644,65,V,13,1.08,11828
否,10点,II,4,7,50,0.53,三个月内,26,南区,0.69,4,28750,3,15000,1699,11,4,18,1,5,3,122412,3,7485,58,Y,19,0.53,7670
否,15点,II,2,9,66,0.7,一年到两年,31,元朗,0.92,6,13618,2,40000,3636,14,7,9,0,0,8,114108,7,9528,35,Z,13,0.38,9713
否,16点,II,22,7,115,0.53,两年以上,46,葵青,0.48,3,20000,4,57047,3485,24,3,7,0,0,10,260095,6,14810,99,K,30,0.87,14995
否,17点,HH,1,6,99,0.35,两年以上,41,葵青,0.77,4,52750,2,139500,4577,48,3,4,0,0,0,387714,0,14017,74,K,12,0.25,14362
否,19点,CC,7,2,14,0.62,两年以上,33,西贡,0,1,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,3,2.67,574
是,21点,II,0,3,14,0.47,半年到一年,25,离岛,1.01,2,10000,1,20000,836,36,4,5,1,1,0,40227,0,1443,9,Y,5,0.6,0
否,0点,II,0,1,5,0.53,半年到一年,19,黄大仙,1.01,1,30000,0,0,0,0,2,2,0,0,0,30273,0,908,5,R,4,0.25,0
是,1点,II,0,4,46,0.53,一年到两年,20,北区,1.19,3,68333,1,9198,321,48,7,8,0,0,0,253219,0,7638,51,R,12,0.25,0
否,2点,II,5,6,113,0.64,两年以上,30,沙田,0.48,4,39000,2,117500,3295,42,7,8,0,0,4,340068,4,8844,57,V,9,0.67,0
否,3点,II,16,7,77,0.64,Missing,24,元朗,0.47,3,20000,4,30000,2230,18,2,4,0,1,61,137967,1,9760,49,Y,14,0.86,9944
否,12点,GG,0,10,141,0.54,两年以上,32,沙田,0.57,6,57367,3,73667,2531,42,0,3,1,2,0,355428,0,13442,75,Z,1,1,0
否,18点,CC,0,1,1,0.62,三个月内,29,观塘,0.74,2,34000,2,32500,2069,24,0,0,0,0,0,0,0,0,9,R,0,0,574
否,10点,II,5,6,133,0.62,一年到两年,32,西贡,0.29,3,80000,3,102500,3299,32,3,5,0,0,0,419344,0,11958,52,Z,10,0.7,12142
否,13点,HH,10,5,112,0.5,两年以上,51,观塘,0.19,2,37500,2,93500,3622,36,2,6,0,0,0,204787,0,7681,65,D,10,1.3,0
否,14点,GG,13,1,25,0.72,Missing,29,沙田,0,0,0,1,10000,1066,12,0,0,0,2,0,6449,0,1066,7,Y,3,2.67,1411
否,17点,II,0,5,22,0.51,两年以上,21,葵青,0.46,3,6667,2,20000,1835,30,1,1,0,1,0,57224,0,3942,66,Y,3,0.67,0
是,20点,HH,0,1,12,0.54,两年以上,22,元朗,0.65,1,30000,0,0,0,0,0,0,0,0,0,19631,0,589,2,P,1,1,934
否,20点,HH,6,4,61,0.51,Missing,26,观塘,0.97,3,37667,1,5000,674,9,2,3,0,0,0,111948,0,3972,31,Y,12,0.75,4317
否,21点,II,0,5,51,0.53,半年到一年,22,中西区,1,2,37500,3,26667,1804,16,2,2,0,0,1,151240,1,7669,77,Y,5,0.6,7853
否,5点,II,8,2,66,0.55,一年到两年,21,荃湾,1.03,2,65000,0,0,0,0,2,2,0,0,3,133887,3,4017,15,Y,22,0.32,4201
否,9点,II,7,4,84,0.52,一年到两年,31,黄大仙,0.81,1,16000,3,105000,3489,46,1,6,1,1,0,354473,0,10855,60,Z,15,0.6,11040
否,14点,II,0,1,5,0.55,三个月到半年,18,屯门,1,1,40000,0,0,0,0,4,5,0,0,0,40156,0,1205,15,Y,5,0.2,1389
否,15点,II,8,5,58,0.51,两年以上,25,沙田,0.45,3,47333,2,36669,2586,21,2,3,0,0,8,146638,8,7074,68,Y,18,0.72,7258
否,17点,II,4,2,32,0.52,一年到两年,30,荃湾,0,0,0,2,13000,1179,15,2,5,0,0,0,21605,0,2357,24,Y,10,0.6,2541
否,17点,II,4,5,78,0.08,两年以上,50,西贡,1.07,1,60000,4,137500,3905,38,1,8,0,5,14,339568,0,17548,74,K,8,0.38,17732
否,0点,II,6,3,145,0.7,一年到两年,29,沙田,0.97,2,57500,1,125000,5547,48,0,0,0,0,0,217669,0,8881,56,V,2,1.5,0
否,0点,II,0,3,33,0.19,半年到一年,19,荃湾,0.87,2,17500,1,30000,2837,12,5,5,0,1,0,61587,0,3745,75,Y,6,0.5,3930
否,0点,HH,11,3,78,0.54,一年到两年,30,北区,0.59,2,39990,1,50000,2168,24,2,9,0,1,7,99563,7,3594,28,Y,17,0.59,3939
否,14点,CC,11,7,76,0.55,两年以上,21,深水埗,0.52,7,21858,0,0,0,0,1,1,3,4,0,79435,1,2383,16,Y,26,0.42,2957
否,1点,II,1,4,40,0.56,两年以上,23,黄大仙,0.95,2,22500,2,22500,1780,18,5,9,0,1,6,80523,0,4840,26,Y,14,0.36,5024
否,2点,II,0,2,9,0.54,三个月到半年,19,九龙城,0,0,0,2,25000,2654,12,1,2,1,1,0,51600,0,5307,55,Y,2,1,5491
否,5点,II,5,8,45,0.62,两年以上,29,大埔,0.62,6,17500,2,55000,2534,30,2,2,1,2,0,204197,0,7025,54,Y,9,0.89,7210
否,19点,II,4,6,87,0.57,三个月内,24,元朗,1.1,3,16333,1,85000,2706,48,4,4,0,1,0,139128,0,4330,36,Y,4,0.5,4514
否,12点,HH,24,9,94,0.34,Missing,43,元朗,0.58,6,22167,3,55000,3944,16,5,8,0,1,10,269104,0,14151,47,K,23,1.13,14496
否,14点,II,1,7,54,0.58,两年以上,28,元朗,1,3,17667,4,26250,2223,16,8,10,1,1,10,136947,10,10486,66,Y,15,0.47,10671
否,17点,II,11,3,54,0.54,两年以上,28,黄大仙,1,1,10000,2,21000,2136,15,6,8,0,0,5,49962,0,4571,18,Y,12,1,0
否,17点,II,3,2,29,0.64,两年以上,20,元朗,0.9,1,5000,1,50000,2464,60,5,11,2,3,0,54503,0,2599,10,Y,20,0.25,2783
否,21点,II,0,3,9,0.55,半年到一年,24,中西区,0.94,2,52500,1,20000,2131,12,3,3,1,4,1,124352,1,5091,67,R,3,1,0
否,10点,II,10,9,55,0.51,两年以上,63,屯门,0.88,5,12000,4,46250,2058,27,5,10,2,4,0,234936,0,9812,61,D,24,0.46,8352
否,14点,DD,0,3,58,0.44,两年以上,23,沙田,0.06,1,75000,2,60000,2696,42,2,2,0,0,0,61095,0,5525,55,Y,2,0.5,6049
否,20点,II,18,7,92,0.66,Missing,59,元朗,0.86,4,47750,3,116667,4225,42,1,1,0,0,1,430287,1,17608,78,C,12,0.5,17793
否,15点,II,5,4,34,0.63,一年到两年,25,葵青,0.92,3,30000,1,80000,3107,48,2,5,0,0,0,225431,0,5582,37,Y,5,0.6,5767
否,12点,II,17,11,30,0.5,两年以上,24,葵青,1.04,6,10500,5,30200,1751,29,1,3,0,0,0,253241,0,10716,77,Y,17,1.12,10900
否,21点,II,1,7,118,0.59,两年以上,31,湾仔,0.24,4,10000,3,45300,1625,36,6,7,0,0,0,156445,0,5164,29,Z,8,0.63,0
否,18点,FF,3,2,93,0.55,Missing,30,葵青,0.75,2,105500,0,0,0,0,1,4,0,0,0,158337,0,4750,30,P,4,0.5,5134
否,9点,II,0,7,56,0.32,一年到两年,22,葵青,0.89,4,17000,3,13600,822,24,10,12,0,0,0,106577,0,4276,60,Y,12,0.33,4461
否,1点,II,4,5,139,0.6,两年以上,26,深水埗,1,3,60209,2,100000,4294,24,5,6,0,0,7,307469,7,13991,70,Y,10,0.3,0
否,12点,II,5,4,75,0.55,两年以上,27,大埔,0.98,2,55000,2,30000,2435,15,6,7,1,1,0,179410,0,8088,54,Y,13,0.62,8273
否,13点,HH,22,6,138,0.43,Missing,36,沙田,0.83,3,181667,3,102667,4190,36,5,15,1,2,8,608146,6,26095,98,Z,40,0.63,17014
否,15点,HH,13,7,112,0.56,两年以上,28,西贡,0.97,5,42600,2,112500,4714,33,2,2,0,0,0,509473,0,15618,59,R,9,0.44,0
否,0点,FF,6,1,35,0.53,两年以上,40,沙田,0.05,1,15000,0,0,0,0,1,2,0,0,0,744,8,22,8,K,1,0,406
否,1点,EE,2,1,7,0.61,三个月到半年,24,荃湾,0.74,2,34000,2,32500,2069,24,0,0,0,1,0,0,0,0,0,Y,0,0,0
否,7点,II,10,6,11,0.59,两年以上,40,元朗,1.01,1,30000,5,126696,2331,57,2,3,0,0,0,493043,0,12562,46,K,4,3.5,12747
否,13点,GG,6,3,38,0.51,半年到一年,30,元朗,0.66,2,7500,1,10000,1066,12,1,2,0,0,4,20538,11,1363,8,Z,7,0.71,1708
否,18点,FF,0,5,24,0.54,两年以上,27,屯门,0.54,3,24667,1,130000,3358,48,1,3,1,2,0,184449,0,4560,16,Y,1,1,0
否,21点,II,6,13,96,0.59,两年以上,25,油尖旺,0.94,6,37000,6,30500,2160,19,2,6,0,0,1,373946,1,19226,80,P,24,0.58,0
否,0点,FF,2,3,65,0.56,两年以上,23,元朗,0.87,2,43000,1,80000,4614,24,0,0,1,1,5,130465,0,6867,23,Y,3,1.33,7251
否,22点,II,7,12,108,0.3,Missing,26,黄大仙,0.9,4,29249,8,34893,2453,28,5,15,0,0,5,337131,5,22774,63,Y,36,0.47,0
否,12点,CC,2,4,13,0.76,三个月到半年,59,荃湾,0.98,2,25000,0,0,0,0,1,2,1,1,0,48911,0,1467,15,C,1,1,579
否,15点,II,14,3,60,0.65,Missing,33,西贡,0.99,1,20000,2,112500,5625,24,2,3,0,0,0,326540,0,11842,49,Z,16,0.88,12026
否,21点,II,2,5,71,0.54,三个月到半年,31,元朗,1.03,2,76500,3,44966,3049,18,1,5,0,0,0,201502,1,13893,77,P,5,1,11906
否,2点,II,4,12,111,0.7,Missing,26,东区,0.56,9,29222,3,18333,1381,28,7,7,1,1,7,198351,7,8585,34,Y,21,0.43,8770
否,10点,EE,7,5,49,0.46,两年以上,34,葵青,0.5,2,50000,3,194167,7158,35,0,1,0,0,10,307621,9,22961,67,P,8,1.13,23397
否,14点,II,0,5,24,0.31,一年到两年,18,荃湾,0.99,2,10500,3,10000,1043,12,16,16,0,0,0,57247,0,3752,47,Y,13,0.38,0
否,16点,HH,2,0,4,0.56,两年以上,25,北区,0.74,2,34000,2,32500,2069,24,0,0,0,0,0,141355,999,6578,0,Y,1,1,345
否,19点,II,14,13,125,0.55,Missing,36,屯门,1.03,9,54778,4,174500,5903,36,5,6,1,2,0,1412277,0,38849,55,Z,9,1,39033
否,10点,II,3,8,69,0.46,两年以上,36,大埔,0.86,7,36429,1,30000,3176,12,5,9,0,0,0,249892,0,9773,70,Z,11,0.36,9957
否,17点,II,31,7,82,0,Missing,28,元朗,0.81,2,17500,5,46000,4491,21,11,16,0,2,1,254174,1,23303,78,R,38,0.89,0
否,11点,II,2,5,26,0.47,三个月内,23,葵青,0.01,3,5000,2,7500,337,54,10,11,0,0,61,15325,4,678,4,Y,18,0.39,0
否,12点,II,12,3,34,0.53,三个月到半年,24,元朗,0.93,1,50000,1,20000,2087,12,1,2,0,1,6,66287,0,3476,64,Y,13,1.08,0
否,15点,II,4,5,69,0.45,一年到两年,40,深水埗,1,2,15000,3,28333,3508,10,1,6,2,3,3,110674,3,11423,76,K,20,0.45,11607
否,17点,II,2,5,64,0.47,半年到一年,21,观塘,0.97,2,12500,3,12667,1343,12,2,4,0,0,9,57920,9,4756,19,Y,10,0.7,4940
否,21点,HH,20,11,130,0.58,两年以上,41,中西区,0.64,7,28571,3,32667,2364,16,1,3,0,3,4,243973,30,10903,75,V,16,1.13,11248
否,0点,II,40,4,176,0.54,Missing,28,荃湾,1.08,3,54667,1,50000,5328,12,5,11,0,0,1,241082,14,10642,23,Y,68,0.53,0
否,1点,II,10,4,74,0.53,两年以上,24,东区,0.98,3,39333,1,20000,2131,12,6,7,0,0,7,137287,7,5608,51,Y,12,0.67,5792
否,14点,II,1,5,52,0.39,三个月内,47,葵青,1,4,52500,1,20000,2131,12,17,17,0,0,0,235365,0,8425,38,R,10,0.3,0
否,18点,II,5,7,132,0.44,两年以上,33,沙田,0.93,4,96566,3,111667,4212,38,3,10,0,0,0,706154,0,23469,67,Z,20,0.45,23653
否,0点,GG,0,1,41,0.52,半年到一年,23,元朗,0.96,1,100000,0,0,0,0,4,4,0,0,0,96138,0,2884,20,Y,5,0.2,0
否,17点,II,29,13,128,0.64,两年以上,62,东区,0.78,3,61000,9,371405,15354,37,6,8,0,0,4,4095153,1,142481,89,E,46,0.63,0
否,20点,GG,17,9,65,0.38,Missing,29,九龙城,0.22,6,21000,3,135000,5115,38,7,10,1,4,0,738352,4,16177,51,Y,23,0.83,0
否,14点,HH,0,1,10,0.29,三个月内,23,东区,1,1,55000,0,0,0,0,1,1,0,1,0,54779,0,1643,9,Y,0,0,1988
否,18点,HH,1,1,19,0.61,一年到两年,21,屯门,0.4,1,10000,0,0,0,0,2,2,0,0,16,3950,0,119,1,P,7,0.29,464
否,21点,HH,9,3,37,0.63,Missing,44,元朗,0.99,1,26000,2,82500,3940,48,1,2,0,0,0,156259,0,8653,48,K,11,0.91,8998
否,10点,BB,5,3,68,0.29,两年以上,28,西贡,0.42,3,65667,0,0,0,0,4,5,1,1,0,83078,0,2492,17,Y,2,0,3071
否,19点,HH,0,3,63,0.52,一年到两年,22,葵青,1.01,3,63333,0,0,0,0,0,1,0,3,8,191734,0,5752,44,Y,5,0.4,6097
否,11点,HH,5,4,7,0.26,两年以上,30,葵青,1.24,3,20000,1,170000,6602,48,4,4,0,0,0,391519,0,8841,52,Z,7,0.86,9186
否,9点,II,8,9,70,0.38,两年以上,33,元朗,0.98,5,30200,4,52500,2427,42,10,15,0,2,0,398485,0,14164,71,Z,29,0.48,14348
否,15点,HH,11,8,64,0.6,Missing,45,荃湾,0.55,3,38333,5,130000,5160,31,3,7,0,0,10,910710,10,27693,81,V,31,0.48,24748
否,18点,II,3,1,11,0.58,三个月内,26,沙田,0,0,0,1,20000,2127,12,3,3,1,2,0,25524,739,2127,11,V,2,1,2311
否,22点,II,5,2,68,0.5,两年以上,28,葵青,0,0,0,1,95000,3487,48,3,3,10,10,15,110000,32,3487,26,Y,4,1.25,3671
否,8点,II,3,4,37,0.61,Missing,46,葵青,1,1,50000,2,15500,1425,15,1,2,1,2,40,76202,40,4356,42,K,7,0.86,4540
否,11点,FF,0,2,46,0.55,两年以上,27,沙田,0.84,2,75000,0,0,0,0,0,0,0,0,6,125571,0,3767,19,R,0,0,4151
否,2点,EE,0,13,84,0.52,两年以上,26,屯门,1.18,10,30988,1,10000,887,12,3,3,1,3,2,365638,1,11823,79,R,1,0,12259
否,14点,II,18,6,92,0.57,两年以上,45,元朗,0.97,3,46667,3,179000,6312,52,3,9,0,0,0,664242,0,22995,77,K,24,0.83,23180
否,5点,II,3,4,70,0.59,两年以上,21,黄大仙,0.64,2,45000,2,67360,3630,30,2,4,0,1,0,192031,0,8978,56,Y,10,0.6,9163
否,13点,II,0,7,47,0.59,半年到一年,23,南区,0.89,4,9000,3,33333,928,52,5,10,0,3,0,137929,0,3744,37,Y,6,0.5,3482
否,20点,HH,6,5,82,0.36,Missing,29,元朗,0.66,2,11500,2,135000,5509,24,5,5,2,2,0,307390,0,11476,52,Y,5,0.6,0
否,21点,II,4,3,95,0.27,两年以上,31,深水埗,0.99,2,73000,1,270000,8811,48,0,0,0,0,0,488283,1,13151,66,Z,6,0.5,13335
否,0点,II,0,2,18,0.59,半年到一年,19,葵青,1.01,1,10000,1,10000,1054,12,3,5,0,0,0,20060,0,1356,9,Y,6,0.33,1540
否,6点,II,21,7,83,0.41,两年以上,23,离岛,0.97,4,63737,3,13333,1421,12,5,6,0,0,0,296631,0,11707,62,Y,36,0.75,11891
否,10点,HH,4,4,114,0.61,Missing,53,黄大仙,0.97,2,57500,2,30000,2029,21,2,3,0,0,0,151843,0,7392,27,D,9,0.78,7737
否,20点,HH,0,4,24,0.5,三个月内,32,大埔,1.01,4,43750,0,0,0,0,0,0,0,0,0,176061,1,5282,33,P,0,0,5627
否,6点,DD,0,12,79,0.59,两年以上,22,观塘,0.1,11,5273,1,40000,3667,12,1,1,1,2,0,46072,0,3839,77,R,1,1,4363
是,9点,II,4,9,77,0.56,三个月到半年,33,南区,0.99,6,34158,2,20000,1776,14,2,2,2,2,0,225852,0,9633,66,Z,7,1.14,9818
否,9点,HH,0,6,28,0.68,两年以上,48,元朗,0.98,1,50000,5,94400,1229,84,0,0,0,0,45,192916,1,7611,48,C,0,0,7956
否,19点,II,5,3,43,0.65,一年到两年,24,葵青,0.75,1,75000,2,22500,1639,36,2,5,0,0,0,95423,61,4964,28,R,9,0.22,0
否,11点,II,1,2,49,0,两年以上,25,南区,0.97,1,140000,1,26000,2635,12,6,9,0,0,0,162236,0,6722,40,Y,8,0.38,6906
否,14点,II,8,7,37,0.58,半年到一年,29,中西区,0.79,3,6000,4,15000,1388,22,5,9,0,0,0,83737,0,5975,61,Y,13,0.69,0
否,8点,EE,18,7,99,0.37,Missing,40,北区,0.21,5,18000,2,80000,2929,36,0,1,0,0,0,129199,1,6434,70,K,15,1.2,6870
否,0点,GG,2,3,43,0.38,三个月内,24,北区,0.73,2,39985,1,140000,5297,48,0,0,0,0,0,217390,0,7051,34,Y,12,0.33,0
否,20点,HH,0,5,31,0.54,一年到两年,22,油尖旺,0.67,4,6750,1,20000,998,24,4,4,2,3,0,42021,0,1540,31,Y,4,0.5,1885
否,5点,II,0,1,9,0.54,三个月到半年,20,葵青,0.89,1,10000,0,0,0,0,3,5,4,4,0,8902,0,267,3,R,3,0.33,451
否,7点,HH,2,2,63,0.1,三个月内,24,中西区,0.58,1,30000,1,190000,4306,60,2,3,0,0,0,262915,0,4829,44,Y,2,0,5174
否,10点,FF,4,2,17,0.5,两年以上,23,沙田,0.72,2,20000,0,0,0,0,0,7,0,0,24,28647,0,859,7,Y,10,0.2,1243
否,13点,II,11,9,129,0.62,两年以上,48,西贡,0.99,4,23000,5,54000,2451,36,3,8,0,0,0,296935,0,15000,54,G,21,0.62,15184
否,14点,II,1,2,51,0.53,两年以上,29,黄大仙,0.92,2,35000,0,0,0,0,0,0,0,4,6,64429,0,1933,14,Y,3,0.33,2117
否,20点,HH,19,17,163,0.61,三个月内,61,深水埗,0.76,8,30500,7,25411,1971,21,9,13,1,4,0,320638,0,19347,64,D,32,0.56,19692
否,0点,EE,2,2,14,0.65,三个月到半年,27,葵青,0,1,30000,0,0,0,0,0,1,0,0,38,0,0,0,0,Y,6,0.67,443
否,2点,FF,0,2,60,0.46,两年以上,26,荃湾,1.05,1,38000,1,51500,2738,24,0,0,0,1,0,61750,0,3933,20,Y,0,0,4317
否,2点,EE,0,2,4,0.51,一年到两年,19,元朗,0.9,2,10000,0,0,0,0,0,0,0,1,0,17917,0,538,9,R,0,0,974
是,10点,II,1,1,14,0.58,半年到一年,30,葵青,0,0,0,1,100000,5905,24,3,6,0,0,10,101055,10,5905,55,Y,4,0.5,0
否,11点,II,6,3,41,0.67,两年以上,25,九龙城,0.95,1,26000,2,103856,4804,30,4,8,1,2,0,249023,0,10351,77,Y,17,0.47,10536
否,11点,II,6,7,55,0.49,两年以上,28,大埔,0.81,5,36000,2,55000,2775,30,1,5,1,2,90,243447,0,9948,40,Y,27,0.41,10132
否,11点,II,14,6,36,0.36,两年以上,40,九龙城,0.67,1,10000,5,27619,2190,23,3,6,0,0,0,147474,0,11151,55,K,24,0.71,11336
否,13点,II,11,3,55,0.52,两年以上,28,荃湾,0,1,30000,2,55000,4122,18,3,5,0,0,0,122072,0,8244,47,Y,30,0.4,0
否,14点,HH,5,4,53,0.6,三个月内,37,北区,0.99,3,32000,1,300000,8120,60,1,2,0,0,2,516959,0,10962,50,Z,5,1,11307
否,13点,II,5,6,32,0.61,半年到一年,24,屯门,0.79,3,10000,2,22500,2608,9,5,6,0,2,0,71944,0,5924,30,Y,11,0.55,6108
否,14点,II,11,2,64,0.58,Missing,25,东区,1.05,1,16000,1,150000,5060,48,4,4,0,0,9,153399,9,5563,40,R,17,0.41,5748
否,9点,II,1,6,27,0.61,三个月内,34,观塘,0.51,2,5000,4,8750,1023,11,11,11,0,1,0,44462,0,4245,93,V,17,0.41,4429
否,19点,CC,0,4,12,0.66,一年到两年,21,九龙城,0.65,4,9000,0,0,0,0,0,0,4,8,0,23502,0,705,14,R,0,0,1279
否,12点,CC,0,4,33,0.5,三个月到半年,22,葵青,0.37,4,25750,0,0,0,0,0,0,1,2,0,38451,0,1154,6,Y,0,0,1727
否,13点,II,9,11,70,0.34,两年以上,25,黄大仙,0.93,5,25000,6,47500,2248,38,9,12,2,7,14,384832,5,16980,68,P,24,0.42,17165
否,16点,II,4,3,36,0.45,半年到一年,31,元朗,0.96,1,10000,2,20000,1288,36,8,10,0,0,33,48422,1,2864,14,Z,18,0.33,1951
否,21点,HH,4,2,41,0.51,半年到一年,28,屯门,0.98,1,39907,1,10000,1049,12,1,1,1,1,0,51757,0,2224,31,Y,4,1.5,2569
否,11点,GG,0,7,31,0.61,一年到两年,22,元朗,0.52,6,6667,1,10000,917,12,4,4,0,3,0,30983,0,1544,31,Y,4,0.5,1889
否,13点,II,2,6,35,0.64,半年到一年,23,西贡,1.01,2,15227,4,18750,1427,22,4,16,0,2,0,100540,0,6630,29,Y,22,0.36,6814
否,14点,GG,0,2,81,0.45,三个月到半年,25,黄大仙,1,2,80000,0,0,0,0,0,3,1,1,6,159454,0,4784,31,Y,3,0.33,5129
否,16点,II,10,2,35,0.38,两年以上,27,元朗,1.03,1,98000,1,303976,4773,84,0,0,0,0,7,472814,7,7787,41,Y,2,2.5,7971
否,11点,II,10,8,94,0.51,两年以上,40,东区,0.75,3,30000,3,85333,3214,44,2,5,0,1,8,445838,8,11669,33,K,14,0.64,11853
否,0点,HH,4,2,21,0.24,两年以上,30,葵青,1.05,1,35000,1,45000,2802,24,0,0,0,0,0,59034,0,3901,13,Y,6,0.5,0
否,10点,II,3,4,19,0.58,半年到一年,27,九龙城,0.58,2,7500,2,23000,2585,11,4,7,1,1,0,55297,0,5433,16,Y,14,0.5,5617
否,13点,II,11,6,118,0.51,两年以上,46,油尖旺,0.94,3,66333,3,265000,7139,33,10,10,0,0,38,1065321,8,27006,61,K,28,0.32,0
否,20点,CC,1,5,87,0.48,两年以上,25,葵青,0.04,4,23750,1,10000,851,12,0,0,0,2,0,5219,0,957,4,P,6,0.5,1530
否,2点,II,7,5,66,0.56,两年以上,29,观塘,0.78,3,24333,2,62500,3114,24,0,1,0,1,4,191472,4,7939,32,P,8,0.88,8123
否,12点,BB,9,6,104,0.67,两年以上,30,黄大仙,0.33,3,77000,0,0,0,0,1,1,0,0,0,76859,0,2306,15,V,1,0,2885
否,14点,II,16,8,92,0.62,两年以上,24,油尖旺,0.84,2,55000,6,27417,1845,25,12,18,0,0,8,286315,8,13842,87,Y,66,0.35,14027
